name,category,freq_overall,users_count,f_n_per_user,f_n_by_user,importance,importance_b,crate,first_tag,last_tag
scope commands,filters,9,2,0.013993625899534982,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.05122997659195814,▋           ,nu-cmd-lang,0.82.0,0.84.0
http post,network,53,3,0.008740227042479908,▃▃▁▁▁▁▁█▁▁▁▁▁▁▁,0.04958679219731534,▋           ,nu-command,0.75.0,0.84.0
cal,generators,39,1,0.025573770491803278,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.048971275026331695,▋           ,nu-command,0.14.0,0.84.0
date,date,39,1,0.025573770491803278,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.048971275026331695,▋           ,nu-command,0.11.0,0.84.0
keybindings listen,platform,47,4,0.005857881839117108,▂▂█▁▁▆▁▁▁▁▁▁▁▁▁,0.04687532902467046,▋           ,nu-cli,0.60.0,0.84.0
grid,viewers,55,3,0.007650726994889629,▂▃█▁▁▁▁▁▁▁▁▁▁▁▁,0.046393379516970694,▌           ,nu-command,0.60.0,0.84.0
dfr value-counts,dataframe,112,2,0.01139601894698307,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.046231247123002465,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr lit,expression,110,2,0.011192518608644085,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04581660872827412,▌           ,nu-cmd-dataframe,0.63.0,0.84.0
decode base64,hash,53,3,0.00736370693252008,▂▂█▁▁▁▁▁▁▁▁▁▁▁▁,0.04551482791866227,▌           ,nu-command,0.65.0,0.84.0
dfr count,expression,108,2,0.010989018270305101,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04539818344572176,▌           ,not_parsed_yet,0.84.1,0.84.1
export-env,env,28,3,0.007129790514315226,▃▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.04478607902651672,▌           ,nu-command,0.68.0,0.84.0
dfr fetch,lazyframe,104,2,0.010582017593627134,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.044549544439810906,▌           ,nu-cmd-dataframe,0.63.0,0.84.0
overlay new,core,21,3,0.006728113192480748,▁▁▁█▁▁▁▁▁▁▁▁▁▁▁,0.0435062150181894,▌           ,nu-cmd-lang,0.63.1,0.84.0
scope,core,31,3,0.00664959321747307,▁▁▁▁▁▁█▁▁▁▁▁▁▁▁,0.04325160185520847,▌           ,nu-cmd-lang,0.82.0,0.84.0
dfr columns,dataframe,98,2,0.009971516578610184,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04324537182438842,▌           ,nu-cmd-dataframe,0.76.0,0.84.0
break,core,34,4,0.004953251829689628,▂▁█▁▁▆▁▁▁▁▁▁▁▁▁,0.043104164340803656,▌           ,nu-cmd-lang,0.72.0,0.84.0
touch,filesystem,48,3,0.0065533843436573124,▂▃▁▁▁█▁▁▁▁▁▁▁▁▁,0.042937571427692375,▌           ,nu-command,0.11.0,0.84.0
random chars,random,43,3,0.0064043044799495215,▄▄▁▁▁▁▁▁▁▁▁▁█▁▁,0.04244637855156423,▌           ,nu-command,0.24.0,0.84.0
kill,platform,27,2,0.009515135845535132,▁▁▁▁▁█▁▁▁▁▁▁▁▁▁,0.042244144957965295,▌           ,nu-command,0.11.0,0.84.0
to tsv,formats,48,3,0.006120120185277362,▃▃█▁▁▁▁▁▁▁▁▁▁▁▁,0.04149393598783864,▌           ,nu-command,0.14.0,0.84.0
dfr not,dataframe,90,2,0.00915751522525425,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.041442681904965695,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr arg-where,expression,88,2,0.008954014886915267,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04097962064597245,▌           ,nu-cmd-dataframe,0.76.0,0.84.0
dfr shape,dataframe,88,2,0.008954014886915267,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04097962064597245,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr set,dataframe,88,2,0.008954014886915267,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04097962064597245,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr dtypes,dataframe,87,2,0.008853010140230533,▇█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04074783215090529,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
gstat,,27,1,0.017704918032786884,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.04074656379975878,▌           ,nu_plugin_gstat,0.76.0,0.84.0
def-env,core,30,4,0.004303264773469753,▄▁█▁▁▁▁▁▁▁▁▁▅▁▁,0.040176588763549,▌           ,nu-cmd-lang,0.60.0,0.84.0
math max,math,84,2,0.008547179859678358,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.04003782243746984,▌           ,nu-command,0.15.1,0.84.0
dfr is-in,expression,82,2,0.008343513871898318,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0395579269265053,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
format date,date,56,3,0.005541053327104434,█▄▁▁▁▁▁▁▁▁▁▁▆▁▁,0.039482152546251516,▌           ,nu-command,0.84.0,0.84.0
compact,filters,35,3,0.005389031174668116,▂▂█▁▁▁▁▁▁▁▁▁▁▁▁,0.03893677747917003,▌           ,nu-command,0.11.0,0.84.0
math round,math,77,2,0.007833851954125044,█▆▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03833069622148605,▌           ,nu-command,0.22.0,0.84.0
dfr str-slice,dataframe,76,2,0.007733012856881367,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03808319651969429,▌           ,nu-cmd-dataframe,0.60.0,0.84.0
take while,filters,22,2,0.0077048534414801,▁▁▁▁▁█▁▁▁▁▁▁▁▁▁,0.038013794164716855,▌           ,nu-command,0.61.0,0.84.0
scope variables,filters,75,2,0.007633995903489323,▄█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.037838593860600137,▌           ,nu-cmd-lang,0.82.0,0.84.0
dfr fill-null,lazyframe,74,2,0.007529678167983441,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03757917441339773,▌           ,nu-cmd-dataframe,0.63.0,0.84.0
take until,filters,73,2,0.0074276795246523645,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03732377875515127,▌           ,nu-command,0.61.0,0.84.0
join,filters,39,3,0.004906912097223441,▂▃█▁▁▁▁▁▁▁▁▁▁▁▁,0.03715427543066695,▌           ,nu-command,0.64.0,0.84.0
range,filters,33,2,0.007200448002986687,▃▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.03674842978724192,▌           ,nu-command,0.7.0,0.84.0
query,,21,1,0.01377049180327869,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.035935091531529594,▍           ,nu_plugin_query,0.65.0,0.84.0
math ceil,math,22,3,0.004356450586339505,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.03500830253403011,▍           ,nu-command,0.22.0,0.84.0
help operators,core,21,3,0.004288672356706863,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.03473490308798392,▍           ,nu-command,0.72.0,0.84.0
dfr max,expression,62,2,0.0063085104885084835,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.034397148585880485,▍           ,nu-cmd-dataframe,0.76.0,0.83.1
math floor,math,61,2,0.006206677494618463,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.034118396935280015,▍           ,nu-command,0.22.0,0.84.0
loop,core,13,3,0.004132943011890611,▁▁█▁▁▁▁▁▁▁▁▁▇▁▁,0.03409842863010318,▍           ,nu-cmd-lang,0.72.0,0.84.0
dfr when,expression,60,2,0.006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03383780807987983,▍           ,nu-cmd-dataframe,0.63.0,0.84.0
to toml,formats,60,2,0.006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03383780807987983,▍           ,nu-command,0.14.0,0.84.0
bytes length,bytes,19,2,0.006003306688711258,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.03355477206162713,▍           ,nu-command,0.65.0,0.84.0
keybindings list,platform,32,3,0.00397961974193202,▃▃█▁▁▁▁▁▁▁▁▁▁▁▁,0.03345996216525655,▍           ,nu-cli,0.60.0,0.84.0
date to-timezone,date,7,2,0.005943947578145754,▁▂▁▁▁▁▁▁▁▁▁▁█▁▁,0.03338846959089375,▍           ,nu-command,0.24.0,0.84.0
date to-record,date,4,3,0.0037588552980230903,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.03251864649368605,▍           ,nu-command,0.61.0,0.84.0
query xml,,17,1,0.011147540983606558,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.032332074342781375,▍           ,nu_plugin_query,0.76.0,0.84.0
bytes,bytes,17,1,0.011147540983606558,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.032332074342781375,▍           ,nu-command,0.66.0,0.84.0
hash sha256,hash,54,2,0.0054945091351525505,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03210136336802072,▍           ,not_parsed_yet,0.84.1,0.84.1
explain,debug,54,2,0.0054945091351525505,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03210136336802072,▍           ,nu-command,0.76.0,0.84.0
input listen,platform,2,1,0.010869565217391304,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.0319264121785233,▍           ,nu-command,0.83.0,0.84.0
scope modules,filters,2,1,0.010869565217391304,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.0319264121785233,▍           ,nu-cmd-lang,0.82.0,0.84.0
scope aliases,filters,2,1,0.010869565217391304,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.0319264121785233,▍           ,nu-cmd-lang,0.82.0,0.84.0
math min,math,52,2,0.0052913400956956826,▇█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0315022711902473,▍           ,nu-command,0.15.1,0.84.0
keybindings default,platform,27,3,0.003489706722507365,▃▃█▁▁▁▁▁▁▁▁▁▁▁▁,0.03133279391796419,▍           ,nu-cli,0.60.0,0.84.0
str upcase,strings,25,3,0.0034398177755318275,▄▅▁▁▁▁▁▁▁▁▁▁█▁▁,0.03110802042566088,▍           ,nu-command,0.15.0,0.84.0
view files,debug,16,2,0.005019865780775267,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.030683512945502547,▍           ,nu-command,0.76.0,0.84.0
split words,strings,15,1,0.009836065573770493,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.03037069550193092,▍           ,nu-command,0.68.0,0.84.0
dfr min,expression,48,2,0.004884008120135601,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.03026545563048117,▍           ,nu-cmd-dataframe,0.76.0,0.83.1
input list,platform,48,2,0.0048838424706945435,█▇▁▁▁▁▁▁▁▁▁▁▁▁▁,0.030264942373930823,▍           ,nu-command,0.80.0,0.84.0
bytes index-of,bytes,14,1,0.009180327868852459,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.029340879370818796,▍           ,nu-command,0.66.0,0.84.0
into filesize,conversions,22,3,0.002999683270122004,▃▂█▁▁▁▁▁▁▁▁▁▁▁▁,0.02904974722243821,▍           ,nu-command,0.37.0,0.84.0
dfr drop-duplicates,dataframe,44,2,0.004477007443457633,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.028976967649219365,▍           ,nu-cmd-dataframe,0.60.0,0.84.0
ast,debug,40,2,0.004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02762845460331046,▍           ,nu-command,0.68.0,0.84.0
dfr str-lengths,dataframe,40,2,0.004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02762845460331046,▍           ,nu-cmd-dataframe,0.60.0,0.84.0
history session,misc,40,2,0.004069675467897552,█▇▁▁▁▁▁▁▁▁▁▁▁▁▁,0.027627330101199523,▍           ,nu-cli,0.69.0,0.84.0
load-env,filesystem,12,2,0.003835732093286419,▄▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.0268215060894139,▍           ,nu-command,0.32.0,0.84.0
dfr is-null,dataframe,36,2,0.0036630060901017003,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02621065343310747,▍           ,nu-cmd-dataframe,0.60.0,0.84.0
help aliases,core,13,3,0.0023893479045461116,▁▁█▁▁▁▁▁▁▁▁▁▁▁▁,0.025926527472356298,▎           ,nu-command,0.74.0,0.84.0
dfr as-date,dataframe,34,2,0.003461162246173291,▃█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02547827416515527,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr sum,expression,33,2,0.003357672757872697,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02509448060423435,▎           ,nu-cmd-dataframe,0.76.0,0.83.1
dfr reverse,lazyframe,31,2,0.0031541724195337136,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02432213768581895,▎           ,nu-cmd-dataframe,0.63.0,0.84.0
dfr concatenate,dataframe,28,2,0.0028490047367457673,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.023115623561501233,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
ansi gradient,platform,27,1,0.0054989816700610995,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.022708328383150733,▎           ,nu-cmd-extra,0.33.0,0.84.0
uniq-by,filters,27,2,0.0027479999900610337,▄█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.022702171027185275,▎           ,nu-command,0.73.0,0.84.0
math stddev,math,1,1,0.005434782608695652,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,0.0225753825503906,▎           ,nu-command,0.17.0,0.84.0
date humanize,date,26,2,0.0026455043984067836,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.022274772219905453,▎           ,nu-command,0.35.0,0.84.0
dfr otherwise,expression,24,2,0.0024420040600678003,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.021400908912013815,▎           ,nu-cmd-dataframe,0.76.0,0.84.0
math sqrt,math,23,2,0.002341496261706239,▂█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.02095587320635112,▎           ,nu-command,0.30.0,0.84.0
dfr drop-nulls,dataframe,22,2,0.0022385037217288167,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.020489810322986225,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr to-csv,dataframe,21,2,0.0021370020267209113,▆█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.020019881141322485,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr as-datetime,dataframe,20,2,0.00203649422835935,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.019543422435516048,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr replace,dataframe,20,2,0.0020350033833898334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.019536267603705512,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr last,dataframe,20,2,0.0020350033833898334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.019536267603705512,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr expr-not,expression,18,2,0.0018315030450508502,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.018533730781880756,▎           ,not_parsed_yet,0.84.1,0.84.1
math log,math,18,2,0.0018315030450508502,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.018533730781880756,▎           ,nu-command,0.73.0,0.84.0
dfr take,dataframe,18,2,0.0018315030450508502,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.018533730781880756,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr get-nanosecond,dataframe,18,2,0.0018315030450508502,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.018533730781880756,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr explode,lazyframe,16,2,0.001628002706711867,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.017473768955404978,▎           ,nu-cmd-dataframe,0.84.0,0.84.0
nu-check,strings,16,2,0.001628002706711867,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.017473768955404978,▎           ,nu-command,0.65.0,0.84.0
dfr melt,dataframe,16,2,0.001628002706711867,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.017473768955404978,▎           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr summary,dataframe,14,2,0.0014245023683728836,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.016345214171693056,▎           ,nu-cmd-dataframe,0.76.0,0.84.0
dfr fill-nan,lazyframe,14,2,0.0014245023683728836,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.016345214171693056,▎           ,nu-cmd-dataframe,0.76.0,0.84.0
hash md5,hash,14,2,0.0014245023683728836,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.016345214171693056,▎           ,nu-command,0.29.0,0.34.0
hide-env,core,14,1,0.0028466856445709637,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.016338560308534495,▎           ,nu-cmd-lang,0.67.0,0.84.0
random dice,random,13,2,0.0013226693744828632,█▇▁▁▁▁▁▁▁▁▁▁▁▁▁,0.015750149361599727,▎           ,nu-command,0.16.0,0.84.0
str capitalize,strings,13,2,0.0013226693744828632,█▇▁▁▁▁▁▁▁▁▁▁▁▁▁,0.015750149361599727,▎           ,nu-command,0.15.0,0.84.0
str downcase,strings,13,1,0.0026433509556730377,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0157442306631056,▎           ,nu-command,0.15.0,0.84.0
dfr to-parquet,dataframe,12,2,0.0012210020300339002,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.015132727815240585,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr var,expression,12,2,0.0012210020300339002,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.015132727815240585,▏           ,nu-cmd-dataframe,0.76.0,0.83.1
help modules,core,11,2,0.0011196659844670519,▄█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.014491163948908791,▏           ,nu-command,0.74.0,0.84.0
math median,math,11,2,0.0011193346855849372,▇█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.01448901988913025,▏           ,nu-command,0.15.1,0.84.0
drop nth,filters,9,2,0.0009156686978048965,█▇▁▁▁▁▁▁▁▁▁▁▁▁▁,0.01310473405056286,▏           ,nu-command,0.36.0,0.84.0
str ends-with,strings,9,2,0.000915503048363839,█▅▁▁▁▁▁▁▁▁▁▁▁▁▁,0.013103548638163277,▏           ,nu-command,0.18.1,0.84.0
seq char,generators,8,2,0.0008140013533559334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012355820521253837,▏           ,nu-command,0.63.0,0.84.0
dfr replace-all,dataframe,8,2,0.0008140013533559334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012355820521253837,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr is-unique,dataframe,8,2,0.0008140013533559334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012355820521253837,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
str index-of,strings,8,2,0.0008140013533559334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012355820521253837,▏           ,nu-command,0.18.1,0.84.0
split,strings,8,2,0.0008140013533559334,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012355820521253837,▏           ,nu-command,0.15.0,0.84.0
encode base64,hash,8,2,0.000813835703914876,█▅▁▁▁▁▁▁▁▁▁▁▁▁▁,0.012354563251291664,▏           ,nu-command,0.65.0,0.84.0
dfr cumulative,dataframe,6,1,0.0012219959266802445,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010704808659424555,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr n-unique,dataframe,6,2,0.0006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010700454456006907,▏           ,nu-cmd-dataframe,0.76.0,0.84.0
dfr ls,dataframe,6,2,0.0006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010700454456006907,▏           ,nu-cmd-dataframe,0.63.0,0.84.0
dfr arg-unique,dataframe,6,2,0.0006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010700454456006907,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
random,random,6,2,0.0006105010150169501,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010700454456006907,▏           ,nu-command,0.15.1,0.84.0
split list,filters,6,2,0.0006103353655758927,█▅▁▁▁▁▁▁▁▁▁▁▁▁▁,0.010699002661080476,▏           ,nu-command,0.66.0,0.84.0
str distance,strings,5,2,0.0005086680211269297,█▆▁▁▁▁▁▁▁▁▁▁▁▁▁,0.009767338642601826,▏           ,nu-command,0.68.0,0.84.0
is-admin,core,5,1,0.0010166734444896298,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.009764157358047903,▏           ,nu-command,0.64.0,0.84.0
dfr shift,dataframe or lazyframe,4,1,0.000814663951120163,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008740439669905663,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
rotate,filters,4,1,0.000814663951120163,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008740439669905663,▏           ,nu-cmd-extra,0.28.0,0.84.0
dfr flatten,lazyframe,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-cmd-dataframe,0.84.0,0.84.0
dfr to-arrow,dataframe,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-cmd-dataframe,0.76.0,0.84.0
dfr dummies,dataframe,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-cmd-dataframe,0.76.0,0.84.0
dfr is-not-null,dataframe,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
dfr count-null,dataframe,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
drop column,filters,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-command,0.28.0,0.84.0
date to-table,date,4,2,0.0004070006766779667,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.008736884477702489,▏           ,nu-command,0.24.0,0.84.0
skip while,filters,4,2,0.0004068350272369093,█▃▁▁▁▁▁▁▁▁▁▁▁▁▁,0.00873510633898911,▏           ,nu-command,0.17.0,0.84.0
str expand,strings,3,2,0.00030516768278794637,█▅▁▁▁▁▁▁▁▁▁▁▁▁▁,0.007565337333582923,▏           ,nu-command,0.83.0,0.84.0
from toml,formats,3,2,0.00030516768278794637,█▅▁▁▁▁▁▁▁▁▁▁▁▁▁,0.007565337333582923,▏           ,nu-command,0.14.0,0.84.0
dfr strftime,dataframe,2,1,0.0004073319755600815,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006180424161142203,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
split-by,filters,2,1,0.0004073319755600815,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006180424161142203,▏           ,nu-command,0.11.0,0.84.0
format duration,strings,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-command,0.84.0,0.84.0
lazy make,core,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-cmd-lang,0.81.0,0.84.0
help externs,core,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-command,0.78.0,0.84.0
view span,debug,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-command,0.76.0,0.84.0
url join,network,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-command,0.75.0,0.84.0
watch,filesystem,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-command,0.62.0,0.84.0
dfr is-duplicated,dataframe,2,2,0.00020350033833898336,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0061779102606269185,▏           ,nu-cmd-dataframe,0.60.0,0.84.0
url build-query,network,2,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006175395336744717,▏           ,nu-command,0.75.0,0.84.0
export use,core,2,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006175395336744717,▏           ,nu-cmd-lang,0.67.0,0.84.0
random decimal,random,2,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006175395336744717,▏           ,nu-command,0.23.0,0.84.0
shuffle,filters,2,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.006175395336744717,▏           ,nu-command,0.11.0,0.84.0
scope engine-stats,filters,1,1,0.00020366598778004074,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043702198349528315,            ,nu-cmd-lang,0.82.0,0.84.0
roll down,filters,1,1,0.00020366598778004074,▁█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043702198349528315,            ,nu-cmd-extra,0.60.0,0.84.0
export extern,core,1,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043666639191199735,            ,nu-cmd-lang,0.60.0,0.84.0
math product,math,1,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043666639191199735,            ,nu-command,0.19.0,0.84.0
random bool,random,1,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043666639191199735,            ,nu-command,0.16.0,0.84.0
random uuid,random,1,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.0043666639191199735,            ,nu-command,0.15.1,0.84.0
